# Identification List of Lines in Stellar Spectra (2951 A - 1.32 um)
 6501.681   FeI                            4.     
 6503.989   SrI         8                 80.     
 6504.164   V I         48                 9.     
 6504.9     N II        45                 2.     
 6506.33    FeII                           5.     
 6506.45    N I         21                 0.     
 6506.40    [ZrII ]  F  17        
 6506.5279  NeI         3                 15.      
 6507.62    [FeII ]  F  32        
 6508.135   TiI         102                3.     
 6508.742   CaI         18                 1.      
 6509.16    ArII        21                00.     
 6509.56    FeI         1012               1.      
 6511.62    HfII        69                 6.     
 6511.90    [CrI  ]  F  11        
 6512.61    HfII        49                10.     
 6516.026   CrI         265               12.     
 6516.053   FeII        40                20.     
 6517.01    FeII                           5.     
 6517.27    V II        230               15.      
 6518.376   FeI         342               20.     
 6519.371   MnI         39                 3.      
 6521.39    S II        25                 1.     
 6522.3     N II        45                 0.     
 6522.38    ClII        59                10.     
 6523.23    [MnII ]  F  8        
 6524.76    FeI   P  P  1280                       
 6525.11    [FeI  ]  F  15        
 6526.85    [SiI  ]  F  1        
 6526.99    LaII        33               200.     
 6527.10    HeII  P  P  7                    
 6527.20    SiI   P  P  52        
 6527.312   BaI         6                250.     
 6527.4     [N II ]  F  1        
 6527.49    SiI         62                 3.      
 6528.53    FeI                            2.     
 6529.197   CrI         265               18.     
 6531.44    V I         48                15.     
 6531.66    HfII        48                30.     
 6532.891   NiI         64                 3.      
 6533.0     N II        45                 1.     
 6533.97    FeI         1197               8.      
 6535.99    [MnII ]  F  8        
 6537.921   CrI         16                20.     
 6539.72    FeI         405                2.      
 6541.49    FeI   P  P  1195        
 6542.80    HfII        100               50.     
 6543.17    LaI         7                500.      
 6543.51    V I         48                 5.     
 6543.98    FeI         1139               1.      
 6545.2     N II        45                 1.     
 6545.80    MgII        23                 5.     
 6546.245   FeI         268              200.     
 6546.276   TiI         102               20.     
 6546.791   SrI         8                 20.     
 6547.58    FeI   P  P  13        
 6548.1     [N II ]  N   1        
 6548.47    [ZrII ]  F  16        
 6548.72    HfII                          10.     
 6548.87    [TiII ]  F  8        
 6550.01    HfII        111               10.     
 6550.244   SrI         12                60.     
 6550.29    [TiII ]  F  37        
 6551.466   CoI         54                 3.     
 6551.68    FeI   P  P  13                         
 6552.77    FeI         1325               2.      
 6554.18    LaII  ?  ?  109                  
 6554.226   TiI         102               20.     
 6555.20    SiI         62                 2.      
 6555.87    FeI   P  P  1007                       
 6556.066   TiI         102               25.     
 6556.79    FeI         1255               1.      
 6557.40    Y I         1                 30.     
 6557.87    ScI         24                15.      
 6557.91    HfII        66               100.     
 6558.02    V I         59                 5.     
 6558.05    ScI         24                15.      
 6558.51    [FeII ]  F  15        
 6559.580   TiII        91                 1.      
 6560.099   [HeII ]  A  2                    
 6560.68    SiI         62                 2.      
 6561.032   [D (Da]  A  1                    
 6561.75    [CrI  ]  F  11        
 6562.817   [H (Ha]  A  1                                
 6563.403   CoI         80                40.     
 6563.86    HfII        81                10.     
 6565.62    TiI                            4.     
 6565.88    V I         48                 3.     
 6567.22    FeI   P  P  168        
 6567.39    HfII        90                60.     
 6568.00    GdII        121              100.     
 6569.231   FeI         1253              50.      
 6569.31    SmII        62              1000.      
 6569.73    [TiII ]  F  34        
 6570.834   MnI         51                 1.      
 6570.96    LaII  ?  ?  47                   
 6571.22    FeI         1121               1.      
 6572.781   CaI         1                 50.     
 6572.900   CrI         16                15.     
 6574.238   FeI         13                 3.     
 6575.022   FeI         206               30.     
 6575.180   TiI         286                3.     
 6576.95    NiI   P  P  283        
 6578.03    C II        2                 10.     
 6578.51    LaI         1                400.     
 6578.96    V I         32                 2.     
 6580.22    NiI         265                2.      
 6580.96    CrI         16                 8.     
 6581.22    FeI         34                 2.     
 6582.85    C II        2                  9.     
 6583.6     [N II ]  N   1        
 6583.66    [ZrII ]  F  16        
 6584.53    HfII        99                40.     
 6584.89    Y I         1                  5.     
 6586.328   NiI         64                 6.     
 6586.343   MnI         51                 1.      
 6586.69    FeII                           5.     
 6586.7     [CrV  ]  F  2        
 6587.75    C I         22                 4.     
 6588.91    SmI         1                500.     
 6589.42    [TiII ]  F  8        
 6589.74    [SiI  ]  F  1        
 6590.10    [MnII ]  F  8        
 6590.88    [TiII ]  F  37        
 6591.0     [CrIV ]  F  2        
 6591.32    FeI         1229               2.     
 6591.834   CoI         202                1.      
 6592.      C IV  P  P  10        
 6592.472   NiI         248                3.      
 6592.91    TiI   P  P  102        
 6592.919   FeI         268              300.     
 6592.93    [TiII ]  F  8        
 6593.878   FeI         168               60.     
 6595.326   BaI         6                200.     
 6595.869   CoI         174               12.     
 6595.88    [TiI  ]  F  5        
 6597.556   CrI         282               40.     
 6597.607   FeI         1253              15.      
 6598.594   NiI         249                4.      
 6598.9529  NeI         6                 15.      
 6599.112   TiI         49                12.     
 6599.7     [FeVII]  F  1        
 6601.13    FeI   P  P  1280                       
 6603.20    FeI   P  P  862                        
 6603.67    FeI   P  P  860                        
 6603.99    [MnII ]  F  8        
 6604.30    [NiI  ]  F  5        
 6604.60    ScII        19                10.     
 6604.67    FeI         1254               1.      
 6605.546   MnI         51                 6.      
 6605.98    V I         48                10.     
 6607.02    TiII  P  P  91        
 6607.82    V I         59                 3.     
 6608.03    FeI         109                2.     
 6609.116   FeI         206               30.     
 6609.20    HfII        105                8.     
 6609.56    FeI                            1.     
 6609.64    AlII        76                 0.5     
 6609.68    FeI   P  P  13                         
 6610.04    GdII        108               80.     
 6610.58    N II        31                 6.     
 6612.17    CrI         282               40.     
 6613.74    Y II        26                20.     
 6613.83    FeI   P  P  13                 1.     
 6614.0     [FeIII]  F  10        
 6615.03    FeI   P  P  1155                       
 6615.12    [TiII ]  F  34        
 6616.18    [FeI  ]  F  16        
 6617.06    [MnII ]  F  8        
 6617.12    [TiI  ]  F  5        
 6617.126   CoI         202                6.      
 6617.14    NiI   P  P  248        
 6617.17    [ZrII ]  F  17        
 6617.266   SrI         8                 50.     
 6621.24    NiI         97                 1.      
 6622.05    [ZrII ]  F  11        
 6622.28    GdII        110               50.     
 6622.41    FeI   P  P  1157                       
 6622.53    N I         20                 3.     
 6623.78    FeI   P  P  1010                       
 6624.86    V I         48                 7.     
 6625.04    FeI         13                 1.     
 6625.75    [TiII ]  F  37        
 6627.28    FeII        210                5.     
 6627.558   FeI         1174               5.     
 6627.62    O II        85                 3.     
 6630.015   CrI         16                25.     
 6630.5     N II        41                 2.     
 6631.20    [FeII ]  F  31        
 6632.438   CoI         111               15.     
 6633.44    FeI         1258               4.      
 6633.48    [FeI  ]  F  15        
 6633.764   FeI         1197              50.     
 6634.10    FeI   P  P  1258               4.      
 6634.36    GdII        94              1500.     
 6635.15    NiI         264                3.     
 6635.68    FeI   P  P  1155                       
 6636.53    LaII        61                 5.     
 6637.01    N I         20                 4.     
 6638.24    ArII        20                 8.     
 6639.35    FeI   P  P  1279                       
 6639.71    FeI   P  P  1195               4.     
 6639.72    ArII        20                 7.     
 6639.90    FeI   P  P  1007               2.      
 6640.0     [CrIV ]  F  2        
 6640.90    O II        4                  4.     
 6641.06    S II        25                 1.     
 6642.57    [TiI  ]  F  5        
 6642.66    [MnII ]  F  8        
 6642.79    LaII        103              100.     
 6643.023   CrI         256               15.     
 6643.536   SrI         8                 20.     
 6643.641   NiI         43                20.     
 6643.79    ArII        20                10.     
 6644.60    HfII        34               200.     
 6644.96    N I         20                 9.     
 6645.11    EuII        8               8000.     
 6646.31    [ZrII ]  F  11        
 6646.52    N I         20                 2.     
 6646.90    FeI   P  P  1156                       
 6646.98    FeI         206                1.      
 6647.05    [TiII ]  F  8        
 6647.06    HfII        65               100.     
 6647.90    FeI   P  P  551                        
 6648.08    FeI   P  P  13                         
 6650.61    [TiII ]  F  8        
 6651.      TiO                                          
 6651.26    [TiII ]  F  37        
 6653.41    N I         20                 5.     
 6653.75    ClII        38                25.     
 6653.78    O I         65                 5.     
 6653.88    FeI         1052               1.      
 6656.61    N I         20                 5.     
 6656.77    [MnII ]  F  8        
 6657.54    CrI         282               20.      
 6658.      TiO                                          
 6660.49    SiII                           2.     
 6660.68    [ZrII ]  F  16        
 6661.076   CrI         282               50.     
 6661.39    NiI         246                3.      
 6661.68    ClII        38                75.     
 6661.7     [ZrIII]  F  3        
 6663.26    FeI         1195               1.      
 6663.446   FeI         111               80.     
 6665.42    FeI   P  P  1156                       
 6665.43    FeI   P  P  34                         
 6666.36    ArII        25                 5.     
 6666.548   TiI         101                2.      
 6666.94    O II        85                 1.     
 6667.17    FeI   P  P  110                        
 6667.42    FeI   P  P  168                1.     
 6667.73    FeI         1228               1.      
 6668.16    [NiII ]  F  2        
 6668.63    [MnII ]  F  8        
 6669.257   CrI         282               40.     
 6670.76    [TiI  ]  F  5        
 6671.31    [TiII ]  F  34        
 6671.36    FeI         1343               2.      
 6671.41    LaII        33                40.     
 6671.43    FeI   P  P  1255        
 6671.51    SmI         1                800.     
 6671.88    SiII                           3.            
 6671.90    [FeII ]  F  31        
 6672.84    V II        229                3.      
 6672.88    FeI   P  P  205        
 6673.84    FeI   P  P  1254                       
 6675.271   BaI         6                 80.     
 6676.86    FeI   P  P  1194                       
 6677.24    CrI         256               10.     
 6677.25    TiI         274                0.      
 6677.33    FeII        210                3.     
 6677.49    FeI   P  P  1280                       
 6677.54    FeI   P  P  551                        
 6677.96    FeI   P  P  205                        
 6677.993   FeI         268              600.            
 6678.03    ZrII        128                3.     
 6678.149   HeI         46                 6.            
 6678.19    O II        85                 0.     
 6678.2764  NeI         6                  9.      
 6678.60    TiI   P  P  213        
 6678.818   CoI         54                 5.     
 6680.19    CrI         282               25.      
 6680.26    TiII        112                1.      
 6681.      TiO                                          
 6681.03    ClII        38                15.     
 6681.23    GdII        94              1000.     
 6681.34    FeI   P  P  1155                       
 6682.18    [FeI  ]  F  16        
 6682.23    FeI   P  P  1008                       
 6683.2     [HeII ]  A  7                    
 6684.36    ArII        20                 8.     
 6686.04    ClII        38                45.     
 6687.57    Y I         1                 80.     
 6690.80    NiI         140                2.      
 6692.47    FeI   P  P  1192               1.     
 6692.48    [TiI  ]  F  5        
 6693.12    [TiII ]  F  37        
 6693.842   BaI         6                 70.     
 6695.97    AlI         5                  7.     
 6696.30    FeI   P  P  1255                       
 6696.39    AlII        29                 0.5     
 6697.09    [ZrII ]  F  16        
 6698.02    [FeII ]  F  32        
 6698.63    AlI         5                  6.     
 6699.14    FeI         1228               2.     
 6699.46    AlII        29                 0.     
 6700.1     [CrV  ]  F  1        
 6700.6     [NiXV ]  F  1                       455.     
 6700.61    [NiII ]  F  8        
 6700.68    [FeII ]  F  43        
 6700.89    FeI   P  P  1156                       
 6700.90    FeI   P  P  1333                       
 6700.90    NiI   P  P  248        
 6701.64    CrI         256               10.     
 6701.83    [NiXV ]  C   1        
 6702.12    GdII        130               40.     
 6703.573   FeI         268               10.     
 6704.18    GdII        110               60.     
 6704.48    FeI   P  P  1052               1.     
 6705.117   FeI         1197              15.      
 6705.13    FeI   P  P  1280                       
 6705.5     [CrV  ]  F  2        
 6706.20    N I         31                 4.     
 6707.74    LiI         1               1000.      
 6707.89    LiI         1               1000.      
 6708.27    F I         2                  7.     
 6708.81    N I                            4.     
 6709.08    [MnII ]  F  2        
 6709.49    LaI         6                200.     
 6709.88    CaI         45                 1.      
 6710.31    FeI         34                 2.     
 6710.88    [FeI  ]  F  16        
 6711.24    FeI   P  P  1220                       
 6712.44    FeI   P  P  1279                       
 6712.68    FeI   P  P  206        
 6713.14    FeI         1013,1195          6.      
 6713.43    ClII        38                40.     
 6713.76    FeI         1255               3.      
 6714.08    LaII        103               80.     
 6715.      TiO                                          
 6715.38    CrI         282               35.     
 6715.410   FeI         1174               5.     
 6716.24    FeI         1225               3.     
 6716.679   TiI         273                1.      
 6717.0     [S II ]  F  2        
 6717.556   FeI         1194               3.     
 6717.685   CaI         32               500.            
 6717.911   TiII        112                1.      
 6718.14    GdII        130              150.     
 6718.68    LaII        129               60.     
 6719.      N V   P  P  11        
 6719.40    HfII        110               50.     
 6721.35    O II        4                  5.     
 6721.89    [FeI  ]  F  15        
 6721.97    SiI                            4.      
 6722.02    [TiII ]  F  8        
 6722.67    SiI         38                 2.      
 6723.12    N I         31                 9.     
 6725.39    FeI         1052               2.     
 6725.67    [TiII ]  F  8        
 6726.25    O I         2                  5.     
 6726.50    O I         2                  2.     
 6726.668   FeI         1197              20.      
 6726.78    FeI                            3.      
 6726.84    C II        21        
 6727.1     C III P  P  3        
 6727.83    GdII        96               125.     
 6729.72    CrI         301               40.     
 6729.80    SiI   P  P  61        
 6729.85    [FeII ]  F  31        
 6730.25    [NiI  ]  F  5        
 6730.38    SiI   P  P  61        
 6730.7     C III P  P  3        
 6730.73    GdI         2               1500.     
 6730.79    C II        21                 0.      
 6730.99    [FeI  ]  F  16        
 6731.2     [CrIV ]  F  2        
 6731.3     [S II ]  F  2        
 6731.84    SmII        59               500.      
 6732.06    FeI         1225               1.     
 6732.80    LaII        109               40.     
 6732.88    S II        25                 0.     
 6733.164   FeI         1195               6.     
 6733.48    N I         31                 6.     
 6733.56    C II        21                 0.      
 6734.16    CrI         282               30.     
 6735.00    FeI   P  P  1157                       
 6736.56    FeI   P  P  1122                       
 6737.29    FeI   P  P  551                        
 6737.87    ScI                           10.      
 6738.36    C II        21                 1.      
 6738.40    [SrII ]  F  1        
 6738.81    CrI         315               18.     
 6739.54    FeI         34                 1.     
 6739.63    [TiI  ]  F  5        
 6739.91    [Y II ]  F  2        
 6741.29    N I         31                 3.     
 6742.05    C II        21                 0.      
 6743.124   TiI         48                10.     
 6743.58    S I         8                  6.     
 6744.2     C III P  P  3        
 6744.66    CrI         315               15.     
 6745.11    FeI         1227               1.     
 6745.56    TiI   P  P  226        
 6745.96    FeI   P  P  1005                       
 6746.2     [CrIV ]  F  2        
 6746.43    TiI         152                1.      
 6746.96    FeI   P  P  205                        
 6748.43    TiI         152                1.      
 6748.79    S I         8                  8.     
 6749.52    FeI   P  P  860                        
 6750.152   FeI         111              100.            
 6750.22    C II        21                 2.      
 6751.28    CrI         315               40.     
 6751.94    TiI         152                0.      
 6752.40    N I         30                 4.     
 6752.67    GdII        130             2000.     
 6752.724   FeI         1195              10.     
 6752.832   ArI         11                20.      
 6753.00    V I         31                80.      
 6753.45    FeI   P  P  1196                       
 6754.61    HfII        35               100.     
 6754.75    C II        21                 0.      
 6755.609   FeI                            3.     
 6756.56    FeI   P  P  1120                       
 6756.61    ArII        20                 5.     
 6757.16    S I         8                 10.     
 6757.78    CrI         315               25.     
 6758.48    [FeI  ]  F  16        
 6758.60    N I         30                 4.     
 6759.41    NiI         245                1.      
 6759.42    ClII        54                35.     
 6760.61    [FeI  ]  F  15        
 6761.07    FeI   P  P  1227                       
 6762.38    ZrI         1                 30.     
 6762.41    CrI         315               40.     
 6763.56    [MnII ]  F  2        
 6764.13    FeI   P  P  1225                       
 6766.49    V I         31                60.     
 6767.      O V   P  P  12        
 6767.778   NiI         57                 0.     
 6768.65    [TiI  ]  F  5        
 6769.62    BaII        8                 10.      
 6769.66    FeI   P  P  1226                       
 6771.040   CoI         54                50.     
 6772.36    NiI         127                5.     
 6773.97    F I         2                 11.     
 6774.28    LaII        2                100.     
 6775.97    AlII        111                0.5     
 6777.44    FeI         1010,1013          1.     
 6779.74    C II        14                 4.      
 6780.27    C II        14                 2.            
 6782.      TiO                                          
 6783.27    FeI   P  P  206                        
 6783.71    FeI         205                2.     
 6783.75    C II        14                 6.            
 6784.98    V I         31                40.     
 6785.25    TiII  P  P  112        
 6785.44    [ZrII ]  F  5        
 6785.76    FeI   P  P  1226                       
 6785.88    FeI   P  P  1007                       
 6786.41    FeI   P  P  551                        
 6786.88    FeI         1052               5.     
 6787.00    [NiI  ]  F  5        
 6787.09    C II        14                 2.      
 6787.15    ZrII        135                2.     
 6787.61    FeI   P  P  1156                       
 6789.17    CrI                           18.     
 6790.      O V   P  P  12        
 6790.00    SmII        56               200.      
 6791.02    [TiI  ]  F  5        
 6791.022   SrI         3                500.     
 6791.30    C II        14                 3.      
 6791.61    [NiII ]  F  8        
 6793.01    [ZrII ]  F  11        
 6793.26    FeI         1005               2.     
 6793.62    FeI                            1.     
 6793.71    Y I         1                 80.     
 6794.37    [NiII ]  F  7        
 6794.60    FeI   P  P  1279                       
 6794.8     [K IV ]  F  1        
 6795.41    Y II  *  *  26                30.     
 6795.52    F I         2                  9.     
 6796.11    FeI         1007               2.     
 6798.04    C II        14                 1.      
 6798.51    CaI         31                 6.      
 6799.32    ArII        74                 2.     
 6799.61    YbI         3               1000.     
 6800.50    C II        14                 3.      
 6801.16    V II        219                5.     
 6801.31    FeI   P  P  551                        
 6801.38    LaII        130                5.     
 6801.87    FeI   P  P  34                         
 6803.30    FeI   P  P  1192                       
 6803.84    FeI   P  P  1191                       
 6804.020   FeI         1174               5.     
 6804.27    FeI         1225               3.     
 6805.72    FeI   P  P  1220                       
 6806.851   FeI         268               10.     
 6808.42    [FeI  ]  F  16        
 6808.55    ArII        24                 3.     
 6808.80    FeI   P  P  340                        
 6808.88    LaII        1                 30.     
 6809.21    [FeII ]  F  31        
 6810.28    FeI         1197              20.      
 6812.19    C II        14                 0.      
 6812.26    N II        54                 2.     
 6812.40    V I         31                20.     
 6813.55    FeI   P  P  1288                       
 6813.598   NiI         288                3.      
 6813.68    LaII        110               50.     
 6813.73    [NiII ]  F  8        
 6813.85    SiI   P  P  61        
 6814.950   CoI         54                40.     
 6815.      TiO                                          
 6816.68    AlII        9                  1.     
 6817.08    ScI                           10.      
 6818.39    ArII  *  *  50                 4.     
 6819.      O V   P  P  12        
 6819.42    FeI   P  P  463                        
 6819.60    FeI   P  P  1051               1.      
 6820.43    FeI         1197               8.      
 6822.00    FeI   P  P  1220               1.     
 6822.05    FeI   P  P  110                1.     
 6823.42    [FeI  ]  F  27        
 6823.48    AlII        9                  5.     
 6824.82    FeI   P  P  1280                       
 6826.9     [KrIII]  F  1                        36.8  
 6828.25    GdI         2               1500.     
 6828.5     C I         21                 0.     
 6828.610   FeI         1195              50.     
 6829.01    [FeII ]  F  31        
 6829.24    [ZrII ]  F  11        
 6829.92    CoI         81                 1.      
 6829.94    V I         31                10.     
 6830.      O V   P  P  12        
 6830.06    [FeII ]  F  32        
 6830.83    LaII        108                6.     
 6831.44    FeI   P  P  550                        
 6831.62    ClII        44                30.     
 6832.44    V I         31                10.     
 6832.49    Y II        26                 4.     
 6832.93    ZrI         1                 12.     
 6833.24    FeI         1194               1.     
 6834.07    LaII        3                 20.     
 6834.26    F I         2                 12.     
 6835.03    ScI                           25.      
 6835.29    HfII        13                50.     
 6836.2     N II        54                 1.     
 6836.94    [FeI  ]  F  15        
 6837.00    FeI         1225               3.     
 6837.14    AlII        9                  8.     
 6837.91    LaII        33                15.     
 6838.08    FeI         1192               4.      
 6838.86    FeI                            3.      
 6839.828   FeI         205                4.            
 6841.349   FeI         1195              80.            
 6841.65    FeI   P  P  1333                       
 6841.86    ClII        54                10.     
 6841.89    V I         31                 7.     
 6842.07    NiI         126                8.     
 6842.35    SiI   P  P  61        
 6842.668   FeI         1197               6.            
 6843.671   FeI         1173              60.            
 6844.05    SnII        1                 25.     
 6844.67    FeI   P  P  34                 1.     
 6845.24    Y I         16                10.     
 6845.93    FeI   P  P  1190                       
 6846.60    GdII        94              1200.     
 6846.97    O II        45                 1.     
 6847.60    FeI   P  P  1078               1.      
 6848.65    SiI         37                 4.      
 6848.86    FeI   P  P  1192                       
 6850.      TiO                                          
 6850.07    HfII  ?  ?                    60.     
 6850.21    ClII        54                40.     
 6850.42    [MnII ]  F  2        
 6850.48    NiI         157                2.      
 6851.64    FeI   P  P  34                 1.      
 6854.82    FeI         1224               3.     
 6855.176   FeI         1195             150.            
 6855.74    FeI         1194               2.     
 6856.02    F I         2                 16.     
 6856.03    SmII        58               400.      
 6857.10    GdII        122              600.     
 6857.25    FeI         1006               4.     
 6857.3     C III P  P  19        
 6857.6     N II        71                 1.     
 6858.164   FeI         1173              40.     
 6858.25    Y II        26                 5.     
 6859.03    LaII        34                 5.     
 6859.49    FeI   P  P  340                        
 6860.13    FeI   P  P  1255                       
 6860.29    FeI         205                1.     
 6860.96    FeI   P  P  341                1.     
 6861.24    NiI         293                3.      
 6861.30    ArII        25                 4.     
 6861.47    TiI         237                6.     
 6861.93    FeI         109                2.     
 6862.481   FeI         1191               4.      
 6862.82    SmII        55               100.      
 6862.9     C III P  P  19        
 6863.52    ArII        20                 6.     
 6864.31    FeI   P  P  1186                       
 6864.4     [ZrIII]  F  4        
 6867.      O2Bba                                        
 6868.18    [SrII ]  F  1        
 6869.74    O II        45                 1.     
 6870.22    F I         2                 12.     
 6870.8     N II        71                 1.     
 6871.7     C III P  P  19        
 6872.17    [FeII ]  F  31        
 6872.32    CoI         54                40.     
 6873.87    [FeII ]  F  43        
 6874.09    BaII        8                 10.      
 6875.45    FeI         167                1.     
 6875.98    FeI         1013               1.     
 6876.71    NiI         97                 2.     
 6878.      O V   P  P  12        
 6878.313   SrI         3               1000.     
 6879.51    FeI   P  P  1157                       
 6879.59    FeI   P  P  551                        
 6880.65    FeI         1051               2.     
 6881.07    FeI   P  P  1174                       
 6881.46    FeI                            1.     
 6881.64    CrI         222              100.     
 6881.74    FeI         1194               1.     
 6882.48    CrI         222               75.     
 6883.04    CrI         222              150.     
 6884.50    [FeI  ]  F  15        
 6885.07    O II        45                 1.     
 6885.772   FeI         1173              20.     
 6886.57    ArII        20                 6.     
 6887.63    GdII                         300.     
 6888.7     N II        71                 2.     
 6890.88    [HeII ]  A  7                    
 6892.585   SrI         1                200.     
 6893.2     [CrIV ]  F  2        
 6894.92    MgI   P  P  34        
 6895.29    O II        45                 5.     
 6896.00    Y II        26                10.     
 6896.18    [FeII ]  F  14        
 6898.31    FeI         1078               3.     
 6900.73    GdII        122              200.     
 6901.52    CoI         164                2.      
 6902.46    F I         2                 15.     
 6902.80    FeI                            3.      
 6906.1     [CrIV ]  F  1        
 6906.54    O II        45                 4.     
 6908.08    CoI         164                5.      
 6908.11    O II        45                 2.     
 6909.      O V   P  P  12        
 6909.82    F I         2                 13.     
 6910.75    O II        45                 3.     
 6910.84    CoI         80                 2.      
 6911.05    [NiII ]  F  7        
 6911.52    FeI         109                1.     
 6912.43    FeI   P  P  341                        
 6914.562   NiI         62                50.     
 6915.6     [CrIV ]  F  2        
 6916.57    GdI         2               2000.     
 6916.702   FeI         1052              60.     
 6917.52    FeI   P  P  1190        
 6917.93    AlII        75                 1.     
 6919.      [ArXI ]  F  1        
 6919.96    AlII        15                 0.5     
 6920.16    FeI   P  P  1192                       
 6920.62    GdII        122              250.     
 6924.13    CrI         222              200.     
 6925.24    CrI         222              150.     
 6926.04    CrI         222              100.     
 6926.40    FeI   P  P  1222                       
 6926.90    N I         29                 1.     
 6928.25    NiI         110                2.      
 6928.319   ZnI         10                10.     
 6928.52    NiI   P  P  61        
 6929.4678  NeI         6                 10.      
 6929.96    FeI   P  P  34        
 6930.35    FeI   P  P  1186                       
 6930.64    FeI         1221               1.     
 6932.4     [CrV  ]  F  1        
 6932.49    FeI   P  P  1220                       
 6933.04    FeI         1051               1.     
 6933.53    [ZrII ]  F  5        
 6933.55    Y I         1                  6.     
 6933.628   FeI         167,1005           6.     
 6933.67    [FeII ]  F  31        
 6935.16    HfII        35                50.     
 6936.27    K I         7                  1.      
 6936.48    FeI   P  P  1196                       
 6937.81    CoI         139                4.     
 6938.472   ZnI         10                 6.     
 6941.63    [NiI  ]  F  2        
 6942.82    FeI   P  P  1008                       
 6942.9     N II        53                 3.     
 6943.202   ZnI         10                 2.     
 6943.67    FeI   P  P  1349                       
 6944.91    [FeII ]  F  43        
 6945.208   FeI         111              150.     
 6945.22    N I         29                 4.     
 6945.98    GdII        122              150.     
 6946.31    CoI         110                2.      
 6947.501   FeI         1221,1224          3.     
 6949.37    FeI   P  P  1220        
 6950.32    Y I         16                 8.     
 6950.82    FeI   P  P  205        
 6951.261   FeI         1186,1193         25.     
 6951.62    FeI   P  P  1078               1.     
 6951.68    Y II        33                 3.     
 6952.13    ClII        54                25.     
 6952.52    LaII        18                10.     
 6953.01    FeI   P  P  815                        
 6954.54    LaII        1                 20.     
 6954.69    [FeI  ]  F  27        
 6955.06    NiI         157                3.     
 6956.25    [NiII ]  F  8        
 6957.95    S II        18                 1.     
 6958.11    LaII        67               100.     
 6959.24    GdII        130              150.     
 6960.334   FeI         1222               2.     
 6963.02    [TiII ]  F  17        
 6963.02    FeI   P  P  1007                       
 6963.85    [ZrII ]  F  20        
 6964.18    K I         7                  0.      
 6964.69    K I         7                  1.      
 6965.42    MgI   P  P  33        
 6965.4302  ArI         1                 20.      
 6966.32    [FeII ]  F  31        
 6966.35    F I         6                 10.     
 6966.9     FeII        198                2.     
 6967.6     N II        53                 1.     
 6968.78    LaII        109               25.     
 6970.48    FeI   P  P  463                        
 6971.66    GdII        130              100.     
 6971.95    FeI         404                1.     
 6972.07    [FeI  ]  F  15        
 6975.46    FeI                            3.      
 6976.306   FeI         1194               1.     
 6976.53    SiI         60                25.      
 6976.8     N II        53                 2.     
 6976.934   FeI         1221               3.     
 6977.445   FeI         1225               4.     
 6978.46    CrI         222              300.     
 6978.57    [MnII ]  F  2        
 6978.855   FeI         111              100.     
 6979.10    N I         29                 1.     
 6979.17    FeI   P  P  340                        
 6979.82    CrI         222              150.     
 6980.86    GdII                         250.     
 6980.91    CrI         222               50.     
 6980.91    HfII        22               200.     
 6981.40    S II        18                 4.     
 6983.53    FeI   P  P  1220                       
 6983.54    FeII  P  P  63        
 6984.07    [ZrII ]  F  11        
 6985.74    ArII        137              000.      
 6985.89    GdII                        1500.     
 6988.530   FeI         167                5.     
 6988.75    GdII        130              100.     
 6989.04    [NiI  ]  F  5        
 6989.64    FeI   P  P  1191                       
 6990.16    ArII        20                 2.     
 6991.75    [ZrII ]  F  5        
 6991.8     [TiIII]  F  3        
 6991.92    GdI         2               1500.     
 6995.35    TaI         5                 20.      
 6996.63    TiI         256                1.      
 6996.76    GdII        121             1500.     
 6997.13    FeI   P  P  1273                       
 6997.83    HfII        89                20.     
 6999.902   FeI         1051              30.     
 6999.99    [TiII ]  F  17        
 7000.633   FeI         1005               3.     
 7000.75    GdII        122              200.     
 7001.57    NiI         64                 4.      
 7001.93    O I         21                15.     
 7002.02    [NiI  ]  F  2        
 7002.22    O I         21                17.     
 7003.0     N II        53                 0.      
 7003.58    SiI         60                50.      
 7003.95    [TiII ]  F  17        
 7004.60    TiI         256                1.      
 7004.81    CoI         89                 3.     
 7005.23    [FeI  ]  F  15        
 7005.84    SiI         60                50.      
 7006.16    GdII        130             1000.     
 7006.3     [ArV  ]  F  1        
 7007.81    TiI         100                1.      
 7008.014   FeI         1078               5.     
 7008.35    TiI         256                1.      
 7008.84    [CrI  ]  F  5        
 7008.89    [FeI  ]  F  15        
 7010.362   FeI         1221               2.     
 7010.94    TiI         256                1.      
 7011.24    [FeII ]  F  31        
 7011.364   FeI         1221               3.     
 7013.33    [CrI  ]  F  5        
 7014.99    FeI         167                1.      
 7015.3     N II        53                 1.     
 7016.075   FeI         109               20.     
 7016.21    [FeI  ]  F  28        
 7016.436   FeI         1051              60.     
 7016.602   CoI         54                35.     
 7016.80    [CrI  ]  F  5        
 7016.90    SiI   P  P  51        
 7016.99    HfII        99                 6.     
 7017.68    SiI         51                10.      
 7017.73    GdII        137               60.     
 7017.94    [FeII ]  F  31        
 7017.98    SiI         51                 4.      
 7020.44    SmII        59               800.      
 7021.0     [CrIV ]  F  1        
 7021.23    HfII        67                30.     
 7022.39    FeI   P  P  1078                       
 7022.976   FeI         1051              50.     
 7024.0508  NeI         6                  9.      
 7024.084   FeI         1003               5.     
 7024.649   FeI         1187              10.      
 7024.86    NiI         271                3.     
