   4377.5        1.2E+00  Si II      E1                   3s2.(1S).6p-3s.3p.(3Po).4p                       2Po-2D          1/2-*                                                 113962.08 -   136800.00 001
   4380.3        1.2E+00  Si II      E1                   3s2.(1S).6p-3s.3p.(3Po).4p                       2Po-2D          3/2-*                                                 113976.72 -   136800.00 001
   4505.35       1.3E-01  Si II      E1                   3s2.(1S).8s-3p3                                   2S-2Po         1/2-1/2                                               121814.38 -   144004.00 001
   4509.70       1.3E-01  Si II      E1                   3s2.(1S).8s-3p3                                   2S-2Po         1/2-3/2                                               121814.38 -   143982.60 001
   4520.423      1.8E-02  Si II      E1                   3s2.(1S).4d-3s2.(1S).8p                           2D-2Po         3/2-3/2  8.89E+04 2.73E-04 1.62E-02  -2.9626     3    101023.05 -   123138.67 001
   4520.689      1.8E-02  Si II      E1                   3s2.(1S).4d-3s2.(1S).8p                           2D-2Po         5/2-3/2  8.00E+05 1.63E-03 1.46E-01  -2.0083     3    101024.35 -   123138.67 001
   4528.828      1.8E-02  Si II      E1                   3s2.(1S).4d-3s2.(1S).8p                           2D-2Po         3/2-1/2  8.84E+05 1.36E-03 8.11E-02  -2.2644     3    101023.05 -   123097.63 001
   4577.37       1.3E-01  Si II      E1                   3s2.(1S).7d-3p3                                   2D-2Po         3/2-1/2                                               122163.48 -   144004.00 001
   4581.86       1.3E-01  Si II      E1                   3s2.(1S).7d-3p3                                   2D-2Po         3/2-3/2                                               122163.48 -   143982.60 001
   4581.87       1.3E-01  Si II      E1                   3s2.(1S).7d-3p3                                   2D-2Po         5/2-3/2                                               122163.54 -   143982.60 001
   4621.419      1.9E-02  Si II      E1                   3s2.(1S).4d-3s2.(1S).7f                           2D-2Fo         3/2-5/2  1.28E+07 6.17E-02 3.76E+00  -0.6077     3    101023.05 -   122655.37 001
   4621.697      1.9E-02  Si II      E1                   3s2.(1S).4d-3s2.(1S).7f                           2D-2Fo         5/2-5/2  9.17E+05 2.94E-03 2.68E-01  -1.7539     3    101024.35 -   122655.37 001
   4621.722      1.9E-02  Si II      E1                   3s2.(1S).4d-3s2.(1S).7f                           2D-2Fo         5/2-7/2  1.38E+07 5.87E-02 5.36E+00  -0.4529     3    101024.35 -   122655.25 001
   4661.05       1.9E-01  Si II      E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-4Po         1/2-1/2  4.83E+06 1.58E-02 4.84E-01  -1.5016     3    131784.90 -   153233.30 001
   4671.72       1.9E-01  Si II      E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-4Po         1/2-3/2  4.80E+05 3.14E-03 9.67E-02  -2.2015     3    131784.90 -   153184.30 001
   4673.256      1.9E-02  Si II      E1                   3s2.(1S).4f-3s2.(1S).8g                          2Fo-2G          7/2-*    3.92E+06 2.89E-02 3.55E+00  -0.6366     3    103556.03 -   124948.40 001
   4673.284      1.9E-02  Si II      E1                   3s2.(1S).4f-3s2.(1S).8g                          2Fo-2G          5/2-*    2.94E+06 2.89E-02 2.66E+00  -0.7616     3    103556.16 -   124948.40 001
   4677.85       1.4E-01  Si II      E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-4Po         3/2-1/2  4.78E+06 7.85E-03 4.84E-01  -1.5031     3    131861.93 -   153233.30 001
   4688.60       1.4E-01  Si II      E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-4Po         3/2-3/2  3.04E+06 1.00E-02 6.19E-01  -1.3969     3    131861.93 -   153184.30 001
